Student_ID,Name,Gender,Age,Education_Level,Discipline,Skills,Preferred_Location,Fallback_City,Sector_Interest,Category,District_Type,CGPA,Percentage,Availability,Preferred_Mode,Languages_Known,Experience_Level,Project_Experience,Num_Projects,Aptitude_Score,Soft_Skills_Rating,Relocation_Willingness,Smart_City_Preference,Smart_Domain_Interest
S00932,Hamsini Babu,Male,20,UG,Engineering,"Cybersecurity, SQL, ML, App Dev",Kolkata,Durgapur,Manufacturing,OBC,Rural,9.33,74,Part-time,Hybrid,English,Fresher,No,0,90,1,No,Durgapur,Healthcare
S00933,Jhalak Palla,Female,18,PhD,Engineering,"IoT, Data Science, SQL, Web Dev",Durgapur,Delhi,Manufacturing,EWS,Rural,9.99,59,Full-time,Online,"Hindi, English",1-2 years,Yes,0,82,5,No,Delhi,Waste Management
S00934,Gauri Raghavan,Male,26,PhD,Arts,"Data Science, AI, SQL",Kanpur,Bangalore,Public Policy,SC,Urban,9.22,96,Full-time,Offline,English,2+ years,No,5,95,4,No,Chennai,Water Supply
S00935,Rudra Sama,Female,22,PG,Arts,"AI, Cybersecurity",Bhopal,Indore,Finance,ST,Rural,7.89,59,Part-time,Hybrid,Hindi,Fresher,Yes,1,60,4,No,Indore,Mobility
S00936,Udyati Chaudhary,Female,23,PG,Arts,"App Dev, ML",Delhi,Gurugram,Agriculture,EWS,Urban,7.07,86,Part-time,Hybrid,"Hindi, English",Fresher,No,3,62,1,No,Vadodara,Healthcare
S00937,Agastya Kale,Male,20,UG,Arts,"Python, IoT, Web Dev, Marketing",Chandigarh,Delhi,Healthcare,ST,Urban,6.62,60,Full-time,Hybrid,Regional,2+ years,No,1,100,5,No,Guwahati,Waste Management
S00938,Jatin Vala,Male,22,PG,Commerce,"AI, Web Dev, Marketing",Chennai,Coimbatore,E-Governance,ST,Urban,5.75,92,Full-time,Offline,Hindi,2+ years,No,6,48,5,Yes,Coimbatore,Mobility
S00939,Warhi Bahl,Female,29,PG,Science,"ML, C++",Durgapur,Bangalore,Smart Mobility,GEN,Rural,9.1,75,Part-time,Hybrid,"Hindi, English",2+ years,No,3,71,5,Yes,Kanpur,Waste Management
S00940,Kritika Pall,Other,22,UG,Science,"Web Dev, IoT, Python, Data Science",Patna,Gaya,Finance,OBC,Rural,9.91,56,Part-time,Offline,English,1-2 years,Yes,4,66,5,Yes,Ahmedabad,Healthcare
S00941,Ekta Goyal,Female,22,UG,Commerce,"C++, Blockchain, Marketing, Public Policy",Ahmedabad,Surat,Public Policy,ST,Urban,8.04,57,Part-time,Offline,Regional,Fresher,Yes,1,55,5,Yes,Chennai,Healthcare
S00942,Darsh Murthy,Female,29,PG,Management,"C++, Web Dev, Finance, Python",Patna,Gaya,E-Governance,ST,Aspirational,8.82,75,Full-time,Hybrid,"Hindi, English",1-2 years,No,4,45,1,Yes,Chandigarh,Governance
S00943,Hredhaan Ravel,Female,24,PhD,Engineering,App Dev,Guwahati,Kolkata,IT,ST,Aspirational,8.84,76,Full-time,Hybrid,Regional,2+ years,Yes,6,53,4,No,Bangalore,Waste Management
S00944,Vedant Sarraf,Other,27,PG,Commerce,"Marketing, Cybersecurity, Java, Finance",Surat,Vadodara,IT,GEN,Aspirational,6.6,70,Full-time,Online,Regional,1-2 years,Yes,6,83,4,No,Ahmedabad,Mobility
S00945,Ishita Gola,Male,24,UG,Engineering,IoT,Chennai,Coimbatore,Smart Mobility,EWS,Aspirational,5.44,96,Part-time,Online,English,2+ years,Yes,5,85,5,Yes,Lucknow,Healthcare
S00946,Tejas Chaudhari,Other,23,UG,Commerce,"Data Science, Cybersecurity",Gaya,Mumbai,Public Policy,EWS,Rural,8.74,58,Part-time,Online,"English, Regional",1-2 years,No,1,50,2,Yes,Patna,Governance
S00947,Leena Madan,Male,19,PhD,Commerce,"App Dev, Cybersecurity, Cloud, Marketing",Mysuru,Delhi,Agriculture,OBC,Rural,8.55,92,Full-time,Online,"Regional, English",Fresher,Yes,1,91,4,Yes,Jaipur,Mobility
S00948,Bahadurjit Hora,Female,19,PG,Science,Public Policy,Hyderabad,Warangal,Research,GEN,Aspirational,9.96,67,Full-time,Offline,Hindi,2+ years,Yes,0,43,3,No,Bangalore,Water Supply
S00949,Vedhika Dayal,Other,20,PG,Management,"Data Science, AI, Cybersecurity",Bangalore,Mysuru,Education,EWS,Rural,9.3,78,Part-time,Hybrid,Hindi,1-2 years,Yes,0,82,5,Yes,Guwahati,Waste Management
S00950,Mitali Chhabra,Other,19,PG,Science,C++,Pune,Mumbai,Education,ST,Rural,5.21,93,Part-time,Offline,"English, Regional",Fresher,Yes,3,41,2,Yes,Bangalore,Waste Management
S00951,Janya Balan,Other,23,PhD,Arts,"Python, Public Policy",Surat,Vadodara,Education,GEN,Aspirational,5.16,88,Part-time,Hybrid,"Hindi, English",1-2 years,Yes,1,62,5,No,Mumbai,Energy
S00952,Jasmit Nagi,Male,18,PhD,Arts,Cybersecurity,Hyderabad,Warangal,Manufacturing,GEN,Rural,9.93,56,Full-time,Online,"Hindi, Regional",2+ years,Yes,5,80,2,Yes,Indore,Water Supply
S00953,Warhi Brar,Male,30,PhD,Commerce,Python,Chennai,Coimbatore,Smart Mobility,SC,Aspirational,7.17,65,Part-time,Online,Regional,2+ years,Yes,0,70,4,No,Jaipur,Mobility
S00954,Maanav Rastogi,Female,28,PG,Arts,"Web Dev, AI, Java, Finance",Gurugram,Chennai,Public Policy,SC,Aspirational,9.45,64,Part-time,Offline,"Regional, Hindi",1-2 years,No,1,59,3,No,Bangalore,Mobility
S00955,Omya Varughese,Other,29,PhD,Science,"Data Science, SQL, Java, Python",Indore,Bhopal,Education,OBC,Aspirational,9.8,97,Part-time,Online,English,1-2 years,Yes,0,70,5,Yes,Nagpur,Mobility
S00956,Manthan Bail,Male,27,PhD,Science,Public Policy,Kolkata,Durgapur,E-Governance,OBC,Aspirational,6.48,66,Full-time,Hybrid,English,Fresher,Yes,4,43,3,No,Warangal,Energy
S00957,Matthew Hegde,Other,22,PG,Arts,SQL,Lucknow,Kanpur,Smart Mobility,OBC,Aspirational,6.51,83,Part-time,Online,Hindi,2+ years,No,4,58,4,Yes,Jaipur,Energy
S00958,Gabriel Shroff,Male,20,UG,Engineering,"Data Science, C++",Pune,Mumbai,Public Policy,GEN,Rural,5.24,70,Part-time,Offline,English,2+ years,Yes,0,75,4,Yes,Gurugram,Waste Management
S00959,Qadim Bandi,Male,19,PhD,Arts,"SQL, AI",Coimbatore,Pune,Research,EWS,Urban,9.59,78,Full-time,Hybrid,"Hindi, Regional",Fresher,No,4,99,4,No,Bangalore,Water Supply
S00960,Rushil Dhawan,Other,18,PG,Engineering,"C++, AI, Public Policy",Pune,Mumbai,Manufacturing,ST,Urban,8.29,74,Full-time,Hybrid,English,1-2 years,Yes,1,65,5,Yes,Pune,Waste Management
S00961,Nathaniel Venkatesh,Female,22,PhD,Arts,"IoT, AI, Cloud, ML",Bhopal,Indore,IT,SC,Aspirational,7.73,93,Full-time,Offline,English,Fresher,Yes,3,41,5,No,Nagpur,Water Supply
S00962,Amara Dani,Other,21,UG,Commerce,"Public Policy, AI, Java",Bangalore,Mysuru,Research,ST,Aspirational,9.43,89,Part-time,Online,English,1-2 years,Yes,2,63,4,No,Mumbai,Governance
S00963,Barkha Ramachandran,Male,27,PG,Commerce,"Python, Blockchain, Cybersecurity",Lucknow,Kanpur,Manufacturing,ST,Aspirational,8.0,98,Part-time,Offline,Regional,Fresher,No,2,56,2,No,Bhopal,Waste Management
S00964,Christopher Ahuja,Male,26,PhD,Science,"App Dev, IoT, Web Dev",Guwahati,Kolkata,IT,EWS,Rural,5.82,90,Full-time,Hybrid,"Regional, English",2+ years,No,3,74,3,Yes,Nagpur,Governance
S00965,Chaitanya Bhalla,Female,27,PG,Management,"Data Science, IoT, App Dev",Guwahati,Kolkata,Agriculture,ST,Rural,5.06,93,Full-time,Online,"Regional, Hindi",Fresher,No,2,87,3,Yes,Indore,Waste Management
S00966,Pahal Karan,Other,22,PG,Engineering,"AI, Python, Cybersecurity, Cloud",Mumbai,Pune,Manufacturing,GEN,Aspirational,5.83,89,Part-time,Hybrid,"Regional, Hindi",1-2 years,No,2,78,2,No,Gaya,Water Supply
S00967,Meera Balan,Male,27,PG,Arts,"Web Dev, Cybersecurity, Cloud",Ahmedabad,Surat,Research,ST,Rural,9.3,94,Part-time,Offline,"Hindi, English",Fresher,Yes,6,73,1,No,Pune,Healthcare
S00968,Vivaan Buch,Female,27,PG,Engineering,"C++, Marketing",Gurugram,Hyderabad,Smart Mobility,ST,Rural,6.87,91,Full-time,Offline,Hindi,Fresher,Yes,4,58,5,Yes,Ahmedabad,Energy
S00969,Udyati Salvi,Female,28,UG,Arts,"AI, C++, SQL, Blockchain",Pune,Mumbai,Smart Mobility,OBC,Urban,8.01,91,Full-time,Online,Regional,Fresher,Yes,0,77,4,No,Guwahati,Water Supply
S00970,Deepa Shah,Other,29,UG,Science,C++,Nagpur,Mumbai,Research,ST,Aspirational,8.32,67,Full-time,Offline,"Hindi, English",1-2 years,No,4,44,3,Yes,Hyderabad,Waste Management
S00971,Chakradhar Bala,Female,27,PG,Engineering,"AI, Web Dev",Warangal,Bangalore,Healthcare,OBC,Rural,5.74,66,Part-time,Hybrid,Regional,1-2 years,Yes,5,74,3,Yes,Noida,Water Supply
S00972,William Deshmukh,Other,26,PhD,Science,"Finance, Java, Marketing",Indore,Bhopal,E-Governance,GEN,Urban,6.47,67,Part-time,Hybrid,"English, Regional",1-2 years,No,2,95,1,Yes,Warangal,Energy
S00973,Anirudh Chawla,Other,18,UG,Engineering,Cloud,Kanpur,Hyderabad,Research,SC,Aspirational,6.91,76,Part-time,Offline,Hindi,1-2 years,Yes,5,99,2,Yes,Kanpur,Mobility
S00974,Sara Kapur,Other,18,UG,Engineering,"Cloud, Data Science",Patna,Gaya,E-Governance,ST,Rural,8.75,93,Part-time,Online,"Regional, Hindi",Fresher,Yes,0,83,5,Yes,Chandigarh,Mobility
S00975,Neel Narain,Female,30,PG,Commerce,"Cloud, Data Science",Bangalore,Mysuru,IT,EWS,Urban,7.97,89,Full-time,Hybrid,English,Fresher,No,0,40,3,Yes,Jaipur,Governance
S00976,Yash Sood,Female,18,UG,Management,"AI, App Dev, SQL, Public Policy",Pune,Mumbai,Public Policy,EWS,Rural,6.4,55,Part-time,Offline,English,Fresher,Yes,1,40,1,No,Pune,Waste Management
S00977,Nathan Gill,Female,21,UG,Management,"Web Dev, App Dev",Bhopal,Indore,Education,ST,Rural,8.13,73,Part-time,Offline,"English, Regional",2+ years,Yes,1,71,3,No,Pune,Mobility
S00978,Qarin Mandal,Other,27,PG,Science,"Cybersecurity, ML, App Dev, Python",Hyderabad,Warangal,Agriculture,OBC,Rural,7.85,78,Full-time,Hybrid,"Regional, English",1-2 years,No,2,56,1,No,Kanpur,Healthcare
S00979,Vanya Pingle,Female,26,PG,Commerce,Public Policy,Mysuru,Delhi,Education,GEN,Urban,9.57,78,Part-time,Offline,"Regional, Hindi",Fresher,No,3,96,4,No,Vadodara,Mobility
S00980,Vidhi Rau,Other,29,UG,Management,Data Science,Guwahati,Kolkata,Public Policy,ST,Rural,7.03,92,Full-time,Hybrid,Hindi,Fresher,No,2,67,3,No,Hyderabad,Water Supply
S00981,Jagrati Chawla,Male,28,UG,Commerce,Cloud,Nagpur,Chennai,Agriculture,EWS,Aspirational,6.52,74,Full-time,Offline,Regional,Fresher,No,6,87,1,Yes,Ahmedabad,Mobility
S00982,Raksha Dube,Female,21,PhD,Engineering,"Marketing, Web Dev",Guwahati,Kolkata,Manufacturing,GEN,Aspirational,6.67,66,Full-time,Hybrid,Hindi,1-2 years,Yes,6,82,3,No,Gaya,Governance
S00983,Zaid Mangal,Other,26,PG,Engineering,"Cybersecurity, App Dev",Pune,Mumbai,Research,GEN,Urban,8.31,96,Part-time,Hybrid,Hindi,2+ years,No,4,72,3,No,Mysuru,Mobility
S00984,Rishi Singh,Male,18,PhD,Commerce,"Python, Finance",Vadodara,Mumbai,Public Policy,GEN,Rural,7.38,83,Part-time,Hybrid,"Regional, English",1-2 years,Yes,2,47,1,Yes,Kanpur,Healthcare
S00985,Chakradhar Sami,Male,25,PG,Management,ML,Gaya,Hyderabad,Smart Mobility,EWS,Aspirational,9.08,95,Full-time,Online,English,2+ years,No,5,94,2,Yes,Ahmedabad,Energy
S00986,Simon Sule,Female,26,PhD,Engineering,"Blockchain, ML",Surat,Vadodara,Finance,EWS,Rural,8.86,81,Full-time,Online,Hindi,2+ years,Yes,6,67,3,No,Hyderabad,Energy
S00987,Gaurang Gupta,Female,18,PhD,Engineering,Public Policy,Lucknow,Kanpur,Education,GEN,Aspirational,6.59,75,Part-time,Offline,"Regional, English",1-2 years,Yes,0,44,5,Yes,Noida,Energy
S00988,Abdul Narasimhan,Female,26,PG,Management,"App Dev, Data Science, Finance, IoT",Ahmedabad,Surat,Public Policy,SC,Urban,9.72,64,Full-time,Online,"Hindi, Regional",Fresher,Yes,5,49,2,No,Jaipur,Water Supply
S00989,Abeer Mangat,Other,24,PhD,Engineering,"ML, Java, C++",Coimbatore,Chennai,Agriculture,ST,Rural,6.84,96,Full-time,Online,Hindi,Fresher,Yes,4,86,3,Yes,Lucknow,Governance
S00990,Radhika Roy,Male,19,PhD,Arts,"Public Policy, Web Dev",Noida,Delhi,Manufacturing,GEN,Aspirational,9.89,66,Full-time,Online,Hindi,2+ years,Yes,4,57,4,Yes,Chandigarh,Governance
S00991,Aachal Kanda,Male,18,PG,Arts,Web Dev,Durgapur,Pune,E-Governance,GEN,Urban,7.47,88,Part-time,Online,Hindi,Fresher,Yes,3,50,4,Yes,Jaipur,Healthcare
S00992,Daksha Minhas,Other,26,UG,Management,"Data Science, Python",Gaya,Hyderabad,Healthcare,EWS,Aspirational,5.47,64,Part-time,Offline,"Regional, English",2+ years,No,2,78,2,No,Guwahati,Healthcare
S00993,Balveer Korpal,Male,29,PhD,Management,"ML, Finance, Cybersecurity, Cloud",Ahmedabad,Surat,Education,EWS,Rural,5.18,92,Part-time,Offline,Hindi,Fresher,Yes,0,98,1,No,Noida,Water Supply
S00994,Yatin Pathak,Female,27,PG,Commerce,ML,Nagpur,Pune,IT,GEN,Urban,8.08,58,Part-time,Online,Hindi,Fresher,No,3,96,4,Yes,Gaya,Healthcare
S00995,Pushti Warrior,Female,25,UG,Engineering,Java,Mumbai,Pune,Manufacturing,GEN,Aspirational,8.09,84,Full-time,Offline,Hindi,Fresher,Yes,1,51,5,Yes,Surat,Mobility
S00996,Devansh Srivastava,Other,27,PhD,Engineering,"Data Science, Finance, AI, Marketing",Lucknow,Kanpur,E-Governance,GEN,Rural,9.01,82,Part-time,Offline,Regional,2+ years,No,3,86,3,No,Kolkata,Energy
S00997,Henry Varma,Female,27,UG,Arts,"Blockchain, Web Dev",Patna,Gaya,Manufacturing,ST,Aspirational,8.48,60,Full-time,Offline,English,Fresher,No,5,67,1,Yes,Surat,Healthcare
S00998,Champak Maharaj,Female,18,UG,Commerce,SQL,Pune,Mumbai,Research,OBC,Aspirational,6.18,79,Full-time,Offline,English,Fresher,Yes,3,88,5,Yes,Nagpur,Water Supply
S00999,Ishita Sarraf,Other,23,PG,Science,"C++, Cybersecurity, Java",Chandigarh,Delhi,E-Governance,OBC,Aspirational,7.88,83,Part-time,Offline,"Hindi, Regional",2+ years,Yes,6,63,1,Yes,Chandigarh,Mobility
S01000,Dakshesh Chandran,Male,30,UG,Arts,"Cybersecurity, Public Policy",Hyderabad,Warangal,Education,SC,Rural,5.67,95,Part-time,Online,"Hindi, English",Fresher,Yes,1,71,3,Yes,Nagpur,Healthcare
S01001,Utkarsh Ram,Other,27,UG,Management,"Blockchain, Python",Bangalore,Mysuru,Manufacturing,ST,Urban,7.65,92,Full-time,Online,Hindi,2+ years,Yes,6,40,5,Yes,Warangal,Healthcare
S01002,Baljiwan Palla,Male,26,PhD,Management,"C++, Java, IoT, Cybersecurity",Gurugram,Pune,IT,OBC,Aspirational,9.62,80,Full-time,Hybrid,"Hindi, Regional",Fresher,Yes,1,49,1,No,Hyderabad,Energy
S01003,Maanav Shah,Female,30,PhD,Commerce,"Finance, Python, C++, App Dev",Guwahati,Kolkata,Healthcare,ST,Urban,8.05,84,Full-time,Offline,"Regional, Hindi",1-2 years,No,6,62,1,No,Patna,Mobility
S01004,Vinaya Gokhale,Male,18,UG,Management,"C++, Data Science, IoT",Lucknow,Kanpur,E-Governance,GEN,Aspirational,5.02,85,Part-time,Offline,"Regional, Hindi",Fresher,Yes,4,81,3,Yes,Chennai,Energy
S01005,Dakshesh Agarwal,Male,30,PhD,Arts,Public Policy,Pune,Mumbai,Healthcare,OBC,Rural,7.6,76,Part-time,Hybrid,English,1-2 years,No,2,66,4,No,Chennai,Energy
S01006,Dhruv Raju,Male,22,PG,Engineering,"Cybersecurity, App Dev, ML",Surat,Vadodara,Healthcare,GEN,Aspirational,6.84,67,Part-time,Offline,"Hindi, English",2+ years,No,6,47,4,Yes,Lucknow,Energy
S01007,Yashodhara Chawla,Female,28,PhD,Engineering,"Blockchain, SQL, Public Policy, Finance",Jaipur,Delhi,Healthcare,EWS,Aspirational,6.44,72,Part-time,Offline,"Regional, English",Fresher,Yes,6,49,4,No,Gurugram,Mobility
S01008,Fitan Rege,Male,19,UG,Commerce,Public Policy,Gurugram,Bangalore,E-Governance,OBC,Urban,9.63,87,Part-time,Offline,"Hindi, Regional",Fresher,No,2,96,1,No,Nagpur,Water Supply
S01009,Dev Reddy,Other,25,UG,Arts,"IoT, Cloud, SQL, Java",Gaya,Chennai,E-Governance,SC,Aspirational,7.05,81,Part-time,Hybrid,"English, Hindi",1-2 years,No,0,90,1,Yes,Ahmedabad,Healthcare
S01010,Jagat Oak,Male,18,PG,Management,"Java, IoT, SQL",Durgapur,Mumbai,IT,OBC,Rural,7.63,62,Part-time,Offline,"English, Regional",Fresher,No,1,91,1,Yes,Guwahati,Healthcare
S01011,Vedhika Mahal,Male,18,PG,Arts,"Finance, Cloud, Data Science",Delhi,Gurugram,Healthcare,EWS,Urban,7.59,59,Full-time,Online,"Hindi, Regional",Fresher,Yes,5,74,2,No,Kanpur,Mobility
S01012,Naksh Andra,Male,19,UG,Management,Cloud,Gurugram,Chennai,Education,EWS,Aspirational,5.2,74,Full-time,Hybrid,"Hindi, English",Fresher,Yes,6,49,2,No,Kanpur,Waste Management
S01013,Qabil Narang,Other,24,PhD,Science,"ML, Finance",Kanpur,Chennai,E-Governance,ST,Aspirational,7.45,66,Full-time,Hybrid,Regional,2+ years,No,4,58,5,Yes,Vadodara,Energy
S01014,Anmol Patil,Male,23,UG,Science,"Java, IoT, Cybersecurity",Pune,Mumbai,Manufacturing,SC,Urban,7.51,91,Full-time,Online,Hindi,2+ years,No,2,67,2,Yes,Kolkata,Governance
S01015,Owen Saraf,Female,18,PhD,Arts,"C++, ML, App Dev, SQL",Surat,Vadodara,Research,ST,Aspirational,5.85,82,Part-time,Online,"Hindi, English",Fresher,No,5,98,2,Yes,Kanpur,Healthcare
S01016,Bhavika Korpal,Female,21,PG,Management,"C++, Finance, SQL",Durgapur,Bangalore,Manufacturing,ST,Rural,7.2,63,Part-time,Offline,Regional,2+ years,Yes,5,76,2,Yes,Noida,Mobility
S01017,Wishi Ghose,Male,26,PG,Engineering,Cybersecurity,Indore,Bhopal,Finance,ST,Urban,6.83,73,Part-time,Offline,English,Fresher,No,3,90,4,Yes,Chandigarh,Mobility
S01018,Abhiram Borde,Other,19,PhD,Arts,"Cloud, ML, Java",Noida,Delhi,Manufacturing,SC,Aspirational,6.45,74,Part-time,Offline,Hindi,1-2 years,Yes,6,87,5,No,Delhi,Water Supply
S01019,Gautami Bhatt,Male,28,PhD,Arts,"Marketing, Cloud, Cybersecurity, C++",Chandigarh,Delhi,Finance,OBC,Urban,5.73,97,Part-time,Online,"Regional, Hindi",Fresher,Yes,1,59,5,No,Coimbatore,Mobility
S01020,Manbir Ram,Other,30,PG,Arts,"Cloud, Python",Vadodara,Mumbai,Agriculture,ST,Rural,6.45,77,Full-time,Online,"Regional, English",1-2 years,Yes,5,60,4,Yes,Hyderabad,Healthcare
S01021,Upma Dey,Other,30,UG,Commerce,SQL,Durgapur,Pune,Education,ST,Aspirational,5.51,57,Part-time,Online,"Hindi, English",1-2 years,Yes,0,61,1,Yes,Delhi,Energy
S01022,Lila Malhotra,Male,30,PhD,Science,"Python, Public Policy",Chandigarh,Delhi,E-Governance,SC,Urban,7.21,77,Full-time,Online,English,1-2 years,No,6,86,5,Yes,Surat,Healthcare
S01023,Ekansh Iyer,Other,27,PG,Science,"Cloud, Java",Kanpur,Bangalore,Finance,EWS,Aspirational,8.3,98,Part-time,Online,Hindi,Fresher,No,1,43,4,Yes,Coimbatore,Water Supply
S01024,Veer Mangal,Male,20,PG,Engineering,"Blockchain, Cybersecurity, Public Policy, Marketing",Bangalore,Mysuru,Finance,SC,Aspirational,6.71,90,Full-time,Offline,Regional,1-2 years,Yes,5,61,4,No,Surat,Governance
S01025,Abhimanyu Nagi,Male,21,PG,Science,"Cloud, Cybersecurity, ML, SQL",Lucknow,Kanpur,Research,OBC,Urban,9.74,95,Full-time,Offline,Regional,Fresher,No,4,81,4,No,Kanpur,Energy
S01026,Zehaan Korpal,Male,24,UG,Engineering,"Web Dev, Python, Finance, Public Policy",Indore,Bhopal,IT,GEN,Urban,7.72,82,Full-time,Hybrid,Hindi,2+ years,No,2,85,4,No,Vadodara,Healthcare
S01027,Brijesh Suresh,Female,23,PhD,Arts,"Java, SQL",Bhopal,Indore,Smart Mobility,ST,Urban,6.7,73,Full-time,Hybrid,"English, Regional",Fresher,No,0,51,5,No,Pune,Waste Management
S01028,Jackson Wason,Female,21,UG,Arts,"C++, Web Dev, Finance",Hyderabad,Warangal,IT,EWS,Rural,9.91,82,Full-time,Hybrid,"Regional, Hindi",Fresher,No,1,60,5,No,Jaipur,Governance
S01029,Jagdish Nath,Male,24,UG,Commerce,SQL,Mysuru,Chennai,Healthcare,SC,Urban,9.11,64,Full-time,Online,English,1-2 years,No,1,94,1,No,Guwahati,Waste Management
S01030,Ishani Choudhry,Other,24,PhD,Management,"Data Science, Web Dev, Blockchain, Finance",Lucknow,Kanpur,IT,SC,Urban,8.12,80,Part-time,Offline,Hindi,2+ years,Yes,0,86,2,No,Lucknow,Healthcare
S01031,Aditya Thakkar,Male,23,PhD,Engineering,Web Dev,Surat,Vadodara,Public Policy,OBC,Urban,7.75,64,Part-time,Online,Regional,1-2 years,Yes,1,43,2,Yes,Surat,Healthcare
S01032,Dayamai Ram,Male,21,UG,Science,"Python, Cybersecurity, Data Science",Nagpur,Bangalore,Research,GEN,Aspirational,5.72,58,Part-time,Offline,Regional,Fresher,Yes,1,42,1,No,Gurugram,Waste Management
S01033,Kevin Parekh,Male,26,PhD,Engineering,"Marketing, Web Dev, ML, SQL",Jaipur,Delhi,Public Policy,OBC,Urban,8.67,62,Part-time,Online,"Hindi, Regional",1-2 years,Yes,5,48,2,No,Indore,Governance
S01034,Sanya Sehgal,Female,22,UG,Engineering,"Web Dev, Java, Data Science, Finance",Kolkata,Durgapur,E-Governance,EWS,Urban,5.5,89,Part-time,Offline,Hindi,2+ years,No,0,96,2,No,Bhopal,Energy
S01035,Shivansh Sachar,Male,29,PG,Arts,Public Policy,Warangal,Delhi,Healthcare,GEN,Rural,6.4,71,Full-time,Online,English,1-2 years,No,4,71,5,Yes,Surat,Water Supply
S01036,Manthan Lall,Male,24,UG,Science,"SQL, Cybersecurity, ML",Lucknow,Kanpur,Smart Mobility,SC,Urban,5.78,97,Full-time,Offline,"Hindi, Regional",1-2 years,No,3,83,1,No,Kolkata,Mobility
S01037,Dalaja Bava,Male,30,PhD,Arts,"Data Science, AI, Finance",Vadodara,Delhi,Research,ST,Rural,8.87,71,Full-time,Hybrid,"English, Regional",1-2 years,Yes,1,48,3,Yes,Mumbai,Mobility
S01038,Rishi Bail,Male,21,UG,Management,ML,Bangalore,Mysuru,Finance,SC,Aspirational,8.27,79,Part-time,Offline,"Hindi, English",Fresher,Yes,4,52,5,No,Gaya,Energy
S01039,Siya Gulati,Other,25,PhD,Commerce,"Python, Marketing, C++",Durgapur,Delhi,Education,OBC,Rural,8.27,71,Part-time,Offline,Hindi,2+ years,Yes,6,89,2,No,Bhopal,Energy
S01040,Rudra Bhandari,Other,19,UG,Arts,"Cybersecurity, AI, Python, Java",Indore,Bhopal,IT,OBC,Urban,5.73,63,Full-time,Online,English,Fresher,Yes,2,88,3,No,Chennai,Healthcare
S01041,Keya Seshadri,Other,25,PG,Engineering,"Java, IoT",Gaya,Delhi,Healthcare,OBC,Aspirational,9.46,82,Part-time,Hybrid,"Regional, Hindi",2+ years,No,6,56,5,No,Noida,Mobility
S01042,Agastya Rau,Male,25,UG,Commerce,"SQL, Marketing, Cybersecurity, Public Policy",Jaipur,Delhi,E-Governance,GEN,Aspirational,7.26,81,Part-time,Offline,"English, Regional",2+ years,Yes,2,72,1,No,Nagpur,Governance
S01043,Gunbir Nath,Male,21,PhD,Commerce,"Public Policy, App Dev",Lucknow,Kanpur,Public Policy,GEN,Aspirational,5.2,92,Part-time,Offline,Regional,2+ years,No,6,86,5,No,Nagpur,Governance
S01044,Simon Char,Female,25,PhD,Science,"Cloud, AI",Jaipur,Delhi,Finance,EWS,Aspirational,9.32,67,Part-time,Hybrid,English,1-2 years,No,2,88,3,Yes,Mumbai,Waste Management
S01045,Aarnav Madan,Female,28,PhD,Management,Public Policy,Surat,Vadodara,IT,OBC,Urban,6.51,69,Full-time,Offline,"English, Regional",1-2 years,No,2,79,4,No,Kolkata,Energy
S01046,Amaira Verma,Female,28,PhD,Science,IoT,Vadodara,Chennai,Research,SC,Urban,8.06,97,Full-time,Online,"Regional, Hindi",Fresher,Yes,3,61,3,No,Pune,Healthcare
S01047,Karan Nair,Other,20,PG,Engineering,"IoT, Blockchain",Pune,Mumbai,Smart Mobility,EWS,Aspirational,6.39,76,Full-time,Offline,Regional,2+ years,No,2,89,4,Yes,Chandigarh,Mobility
S01048,Omya Sachar,Male,24,UG,Engineering,"Cloud, IoT, Marketing",Nagpur,Bangalore,Healthcare,ST,Aspirational,8.13,78,Full-time,Online,"Hindi, English",1-2 years,Yes,2,53,3,Yes,Kolkata,Water Supply
S01049,Aarini Som,Female,20,PG,Science,Data Science,Mumbai,Pune,Finance,SC,Urban,8.17,92,Part-time,Offline,"Regional, Hindi",1-2 years,Yes,1,65,3,Yes,Patna,Waste Management
S01050,Kala Nair,Other,30,UG,Arts,Finance,Warangal,Hyderabad,Research,GEN,Aspirational,7.1,63,Full-time,Online,Regional,1-2 years,Yes,3,87,3,No,Vadodara,Waste Management
S01051,Yamini Wason,Male,29,UG,Management,"Finance, IoT",Warangal,Mumbai,E-Governance,GEN,Rural,8.82,92,Full-time,Offline,Hindi,Fresher,No,2,51,2,No,Pune,Governance
S01052,Alka Chacko,Male,29,UG,Science,"Marketing, AI, Finance",Coimbatore,Mumbai,Smart Mobility,EWS,Urban,9.09,88,Full-time,Online,"Hindi, English",1-2 years,Yes,3,69,3,Yes,Chennai,Water Supply
S01053,Wakeeta Suri,Other,26,PhD,Arts,"ML, AI, Public Policy",Chennai,Coimbatore,Smart Mobility,GEN,Rural,5.97,92,Full-time,Hybrid,Hindi,1-2 years,No,1,51,1,Yes,Bhopal,Governance
S01054,Rachita Mahal,Other,30,PhD,Management,"Python, Cloud, SQL",Pune,Mumbai,IT,SC,Rural,6.77,90,Full-time,Offline,Hindi,Fresher,No,6,91,2,Yes,Delhi,Mobility
